,load,inPin,inDirection,inSupply,driver,outPin,outDirection,outSupply
1014942,gen12p93dl2/gtslice1/gtssm2,oa_tdm_data.rsvd[0],out,VCCGT,gen12p93dl2/gtslice1/gtssm2/gtssmpar11,oa_tdm_data[0],out,VCCGT
1015151,gen12p93dl2/gtslice1/gtssm3,FuseL3HashModeSelect_ft_out[0],out,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtssmpar31,FuseL3HashModeSelect_ft_out[0],out,
1015153,gen12p93dl2/gtslice1/gtssm3,bc_pss_poly_creditrel,out,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtssmpar61,bc_pss_poly_creditrel,out,VCCGT
1015186,gen12p93dl2/gtslice1/gtssm3,dftring_gtssmpar4_out1_mux_in1.any_pkt.ring_ungate,out,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtssmpar41,dftring_gtssmpar4_out1_mux_in1.any_pkt.ring_ungate,out,
1015231,gen12p93dl2/gtslice1/gtssm3,dftring_gtssmpar5_out1_next_gtslice_in1.any_pkt.ring_ungate,out,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtssmpar51,dftring_gtssmpar5_out1_next_gtslice_in1.any_pkt.ring_ungate,out,VCCGT
1018819,gen12p93dl2/gtslice1/gtssm3,lsc_pss_flush_done,out,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtlscpar11,lsc_pss_flush_done,out,VCCGT
1019034,gen12p93dl2/gtslice1/gtssm3,oa_tdm_data.rsvd[0],out,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtssmpar11,oa_tdm_data[0],out,VCCGT
1019080,gen12p93dl2/gtslice1/gtssm3,remotesense_ie_ve_ib_vb_a[0],inout,VCCGT,gen12p93dl2/gen12p93dl2,sense8_vb[0],,VCCGT
1019243,gen12p93dl2/gtslice1/gtsc1,amfs_tdl_flush_done_0[0],out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtrasterpar21,amfs_tdl_flush_done_0[0],out,VCCGT
1019251,gen12p93dl2/gtslice1/gtsc1,cfg_urbhash_1.urb_hash_mode[0],out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtfixpar31,cfg_urbhash.urb_hash_mode[0],out,VCCGT
1019256,gen12p93dl2/gtslice1/gtsc1,cru_gass_cmp_pkt_0__0.tag[0],out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtxetlbpar21,cru_gass_cmp_pkt_0__0.tag[0],out,VCCGT
1019492,gen12p93dl2/gtslice1/gtsc1,dapfork_gass_data_creditrel[0],out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtcpipepar11,dapfork_gass_data_creditrel[0],out,VCCGT
1019502,gen12p93dl2/gtslice1/gtsc1,dapfork_gass_data_creditrel_1_1[0],out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtcpipepar21,dapfork_gass_data_creditrel_1[0],out,VCCGT
1019593,gen12p93dl2/gtslice1/gtsc1,dftring_gtxetlbpar1_out2_gtssm_in1.any_pkt.ring_ungate,out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtxetlbpar11,dftring_gtxetlbpar1_out2_gtssm_in1.any_pkt.ring_ungate,out,VCCGT
1019638,gen12p93dl2/gtslice1/gtsc1,dftring_gtzpipepar1_out1_gtssm_in1.any_pkt.ring_ungate,out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtzpipepar11,dftring_gtzpipepar1_out1_gtssm_in1.any_pkt.ring_ungate,out,VCCGT
1019683,gen12p93dl2/gtslice1/gtsc1,gdt_broadcast_next_0.dt_scan_boundlpb_clkgate_ovrd,out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtfixpar11,gdt_broadcast_next_0.dt_scan_boundlpb_clkgate_ovrd,out,VCCGT
1019795,gen12p93dl2/gtslice1/gtsc1,gtsc_ssm0_dftevent_data.packet_raw.eventbus_encoded[0],out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtfixpar51,gtsc_ssm0_dftevent_data.packet_raw.eventbus_encoded[0],out,VCCGT
1019840,gen12p93dl2/gtslice1/gtsc1,hiz_tdl_early_put_0_1,out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtzpipepar21,hiz_tdl_early_put_0,out,VCCGT
1020215,gen12p93dl2/gtslice1/gtsc1,nurb_lne_rr_inf_up_0_1,out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtfixpar21,nurb_lne_rr_inf_up_0,out,VCCGT
1032892,gen12p93dl2/gtslice1/gtsc1,tdg_lsc_cm_1x_sp_signals.uavflushreq,out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtscmtfixpar11,tdg_lsc_cm_1x_sp_signals.uavflushreq,out,VCCGT
1032963,gen12p93dl2/gtslice1,cru_lnic_cmp_creditrel_0__0,out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtxetlbpar21,cru_lnic_cmp_creditrel_0,out,VCCGT
1033016,gen12p93dl2/gtslice1,mcrgtxetlbpar1_o_eom,out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtxetlbpar11,mcrgtxetlbpar1_o_eom,out,VCCGT
1033087,gen12p93dl2/gtslice1,nurb_lne_rr_inf_up_0__0,out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtfixpar11,nurb_lne_rr_inf_up_0,out,VCCGT
1033089,gen12p93dl2/gtslice1,nurb_lne_rr_inf_up_1__0,out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtfixpar21,nurb_lne_rr_inf_up_0,out,VCCGT
1034271,gen12p93dl2/gtslice1,oa_tdm_pkt_next.rsvd[0],out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtrasterpar21,oa_tdm_pkt_next.rsvd[0],out,VCCGT
1034390,gen12p93dl2/gtslice1,sffe_rxbar_cm_2x_bt_d0_signal_loc.poly.sffe_sfbe_dlast,out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtfixpar31,sffe_rxbar_cm_2x_bt_d0_signal.poly.sffe_sfbe_dlast,out,VCCGT
1038518,gen12p93dl2/gtslice1,tdg_vfg_lsc_flush_done,out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtscmtfixpar11,tdg_vfg_lsc_flush_done,out,VCCGT
1038565,gen12p93dl2/gtslice1,vfl_vfg_creditrel,out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtfixpar51,vfl_vfg_creditrel,out,VCCGT
1038587,gen12p93dl2/gtmempipe0/gtmpnode01,cbearb_lngp_cmd_inf_up_0,out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnipar11,cbearb_lngp_cmd_inf_up_0,out,VCCGT
1039205,gen12p93dl2/gtmempipe0/gtmpnode01,cobe_dfpd_oa_ext_events.render_cache_output_ready[0],out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0cbepar21,cobe_dfpd_oa_ext_events.render_cache_output_ready[0],out,VCCGT
1039257,gen12p93dl2/gtmempipe0/gtmpnode01,dftevent_slice_l3bankm1_bus.packet_raw.eventbus_encoded[0],out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnepar11,dftevent_slice_l3bankm1_bus.packet_raw.eventbus_encoded[0],out,VCCGT
1048309,gen12p93dl2/gtmempipe0/gtmpnode11,cbearb_lngp_cmd_inf_up_0,out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1lnipar11,cbearb_lngp_cmd_inf_up_0,out,VCCGT
1048927,gen12p93dl2/gtmempipe0/gtmpnode11,cobe_dfpd_oa_ext_events.render_cache_output_ready[0],out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1cbepar21,cobe_dfpd_oa_ext_events.render_cache_output_ready[0],out,VCCGT
1048979,gen12p93dl2/gtmempipe0/gtmpnode11,dftevent_slice_l3bankm5_bus.packet_raw.eventbus_encoded[0],out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1lnepar11,dftevent_slice_l3bankm5_bus.packet_raw.eventbus_encoded[0],out,VCCGT
1057982,gen12p93dl2/gtmempipe0/gtmpnodecom1,bmcb_bmcf_bus.bmcb_bmcf_wcomp_is_outstanding[0],out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar11,bmcb_bmcf_bus.bmcb_bmcf_wcomp_is_outstanding[0],out,VCCGT
1058006,gen12p93dl2/gtmempipe0/gtmpnodecom1,dfpd_oa_enabled,out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar41,dfpd_oa_enabled,out,VCCGT
1058007,gen12p93dl2/gtmempipe0/gtmpnodecom1,dftevent_nodecompar2_node0cbepar2_bus.packet_raw.eventbus_encoded[0],out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar21,dftevent_nodecompar2_node0cbepar2_bus.packet_raw.eventbus_encoded[0],out,VCCGT
1058021,gen12p93dl2/gtmempipe0/gtmpnodecom1,dftevent_rxbarpar_node1cbepar2_bus.packet_raw.eventbus_encoded[0],out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtrxbarpar1,dftevent_rxbarpar_node1cbepar2_bus.packet_raw.eventbus_encoded[0],out,VCCGT
1058268,gen12p93dl2/gtmempipe0/gtmpnodecom1,dftring_gtnodecompar3_rptr4_gtnode1lnipar1_scan1.any_pkt.ring_ungate,out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar31,dftring_gtnodecompar3_rptr4_gtnode1lnipar1_scan1.any_pkt.ring_ungate,out,VCCGT
1069804,gen12p93dl2/gtmempipe0,bmcb_bmcf_bus.bmcb_bmcf_wcomp_is_outstanding[0],out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar11,bmcb_bmcf_bus.bmcb_bmcf_wcomp_is_outstanding[0],out,VCCGT
1069828,gen12p93dl2/gtmempipe0,cpma_eu_bbl_rate[0],out,VCCGT,gen12p93dl2/gtmempipe0/gtnoderc1,cpma_eu_bbl_rate[0],out,VCCGT
1069975,gen12p93dl2/gtmempipe0,dftring_gtnodecompar3_rptr7_gtsqidim1par1_rptr2.any_pkt.ring_ungate,out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar31,dftring_gtnodecompar3_rptr7_gtsqidim1par1_rptr2.any_pkt.ring_ungate,out,VCCGT
1070230,gen12p93dl2/gtmempipe0,gdt_iovglobals.tctrl,out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnepar11,gdt_iovglobals.tctrl,out,VCCGT
1070240,gen12p93dl2/gtmempipe0,gtmpnode11_output_to_child_1.fdfx_powergood,out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1lnepar11,output_to_child_1.fdfx_powergood,out,VCCGT
1078094,gen12p93dl2/gtmempipe0,lni_nurb_cmd_inf_up_0__0,out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnipar11,lni_nurb_cmd_inf_up_0,out,VCCGT
1078098,gen12p93dl2/gtmempipe0,lni_nurb_cmd_inf_up_1__0,out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1lnipar11,lni_nurb_cmd_inf_up_0,out,VCCGT
1079523,gen12p93dl2/gtmempipe0,oa_tdm_pkt_next.rsvd[0],out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar41,oa_tdm_pkt_next.rsvd[0],out,VCCGT
1079624,gen12p93dl2/gtmempipe0,rxbar_sfbe_cm_2x_bt_d0_signal[0].poly.sffe_sfbe_dlast,out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtrxbarpar1,rxbar_sfbe_cm_2x_bt_d0_signal[0].poly.sffe_sfbe_dlast,out,VCCGT
1080843,gen12p93dl2/gtsqmcxlinf1/gtcgpinf1,BOOTTHROTCTL_SM_ps_noa[0],out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtcgpinf1/gtinfpar_vccgt_wrap1,BOOTTHROTCTL_SM_ps_noa[0],out,VCCGT
1080848,gen12p93dl2/gtsqmcxlinf1/gtcgpinf1,FuseL3HashBankExcludeMask[0],out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtcgpinf1/gtinfpar_vccvnninf_wrap1,FuseL3HashBankExcludeMask[0],out,VccVNNINF
1081719,gen12p93dl2/gtsqmcxlinf1/gtsqbgfpar0,common_psmi_addr_reg.max_bw_dis,out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtsqbgfpar0/gtsqbgf_vccvnninf_wrap01,common_psmi_addr_reg.max_bw_dis,out,VCCCFC
1081867,gen12p93dl2/gtsqmcxlinf1/gtsqbgfpar0,dftring_gtsqbgf_vccgt0_hub1_gtsqidim1par2_scan1.any_pkt.ring_ungate,out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtsqbgfpar0/gtsqbgf_vccgt_wrap01,dftring_gtsqbgf_vccgt0_hub1_gtsqidim1par2_scan1.any_pkt.ring_ungate,out,VCCGT
1084658,gen12p93dl2/gtsqmcxlinf1/gtsqbgfpar1,common_psmi_addr_reg.max_bw_dis,out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtsqbgfpar1/gtsqbgf_vccvnninf_wrap11,common_psmi_addr_reg.max_bw_dis,out,VCCCFC
1084806,gen12p93dl2/gtsqmcxlinf1/gtsqbgfpar1,dftring_gtsqbgf_vccgt1_scan1_gtsqidim1par2_rptr3.any_pkt.ring_ungate,out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtsqbgfpar1/gtsqbgf_vccgt_wrap11,dftring_gtsqbgf_vccgt1_scan1_gtsqidim1par2_rptr3.any_pkt.ring_ungate,out,VCCGT
1087597,gen12p93dl2/gtsqmcxlinf1/gtsqidim0,cfg_bgf_bist.bist_en,out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtsqidim0/gtsqidim0par21,cfg_bgf_bist.bist_en,out,VCCGT
1087665,gen12p93dl2/gtsqmcxlinf1/gtsqidim0,gtsqbankID_raw[0][0],out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtsqidim0/gtsqidim0par11,gtsqbankID_raw[0][0],out,
1089982,gen12p93dl2/gtsqmcxlinf1/gtsqidim1,cfg_bgf_bist.bist_en,out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtsqidim1/gtsqidim1par21,cfg_bgf_bist.bist_en,out,VCCGT
1090012,gen12p93dl2/gtsqmcxlinf1/gtsqidim1,dftring_gtsqidim1par1_rptr1_gtnodecompar3_rptr1.any_pkt.ring_ungate,out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtsqidim1/gtsqidim1par11,dftring_gtsqidim1par1_rptr1_gtnodecompar3_rptr1.any_pkt.ring_ungate,out,VCCGT
1092732,gen12p93dl2/gtsqmcxlinf1,FuseL3HashModeSelect[0],out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtcgpinf1/gtinfpar_vccvnninf_wrap1,FuseL3HashModeSelect[0],out,VccVNNINF
1092758,gen12p93dl2/gtsqmcxlinf1,bmcf_bmcb_chkn_reg[3],out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,bmcf_bmcb_chkn_reg[3],out,VCCGT
1092949,gen12p93dl2/gtsqmcxlinf1,cfe_tdc_eot_credit_rel_0,out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtglobalpar21,cfe_tdc_eot_credit_rel_0,out,VCCGT
1093585,gen12p93dl2/gtsqmcxlinf1,cuclk_raw_exit,out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtcgpinf1/gtinfpar_vccgt_wrap1,cuclk_raw_exit,out,VCCGT
1093586,gen12p93dl2/gtsqmcxlinf1,cxl0_d2h_connect_ack,out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtmcxlpar1,cxl0_d2h_connect_ack,out,VCCCFC
1095755,gen12p93dl2/gtsqmcxlinf1,dftring_gdt_out1_cgphub_in1.any_pkt.ring_ungate,out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar31,dftring_gdt_out1_cgphub_in1.any_pkt.ring_ungate,out,
1095890,gen12p93dl2/gtsqmcxlinf1,dftring_gtsqidim1par1_rptr1_gtnodecompar3_rptr1.any_pkt.ring_ungate,out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtsqidim1/gtsqidim1par11,dftring_gtsqidim1par1_rptr1_gtnodecompar3_rptr1.any_pkt.ring_ungate,out,VCCGT
1098105,gen12p93dl2/gtsqmcxlinf1,gt_strap_fabtop[0],out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar21,gt_strap_fabtop[0],out,
1098131,gen12p93dl2/gtsqmcxlinf1,mcfg_mbgf_drain_done_0,out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtsqidim0/gtsqidim0par21,mcfg_mbgf_drain_done_0,out,
1098132,gen12p93dl2/gtsqmcxlinf1,mcfg_mbgf_drain_done_0_1,out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtsqidim1/gtsqidim1par21,mcfg_mbgf_drain_done_0,out,
1098368,gen12p93dl2/gtsqmcxlinf1,sqidi_lc_cmd_creditrel_0,out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtsqidim0/gtsqidim0par11,sqidi_lc_cmd_creditrel_0,out,VCCGT
1099756,gen12p93dl2/gtsqmcxlinf1,vcr_mainengine_serp_en,out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtglobalpar11,vcr_mainengine_serp_en,out,VCCGT
1099835,gen12p93dl2/gtslice0/gtsc1/gtfixpar31,svl_sample_pattern_pkt.svl_16x_yoff9[2],out,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtfixpar31,svl_sample_pattern_pkt.svl_16x_yoff9[2],out,VCCGT
1099837,gen12p93dl2/gtslice0/gtsc1/gtcpipepar21,nodex_nurb_cmd_pkt_1__1.ext_attrib.fmt0.reserved[14],out,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtcpipepar21,nodex_nurb_cmd_pkt_1__1.ext_attrib.fmt0.reserved[14],out,VCCGT
1099838,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1cbepar21,cobe_dfpd_oa_ext_events.render_cache_output_ready[0],out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1cbepar21,cobe_dfpd_oa_ext_events.render_cache_output_ready[0],out,VCCGT
1099841,gen12p93dl2/gtslice0/gtsc1/gtzpipepar11,rru_forking_out_rr_pkt_2.data[93],out,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtzpipepar11,rru_forking_out_rr_pkt_2.data[93],out,VCCGT
1099842,gen12p93dl2/gtslice1/gtsc1/gtfixpar51,vf_vfbe34_cache_data.vfcachedata[368],out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtfixpar51,vf_vfbe34_cache_data.vfcachedata[368],out,VCCGT
1099843,gen12p93dl2/gtslice0/gtssm2/gteutop5,eu_dfpd_oa_ext_events.eu_inst_issued_all,out,VCCGT,gen12p93dl2/gtslice0/gtssm2/gteutop5,eu_dfpd_oa_ext_events.eu_inst_issued_all,out,VCCGT
1099846,gen12p93dl2/gtslice1/gtssm3/gtssmpar61,ft_rru_gass_rr_inf_target_I_data_int.data[63],out,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtssmpar61,ft_rru_gass_rr_inf_target_I_data_int.data[63],out,VCCGT
1099849,gen12p93dl2/gtslice0/gtssm3/gtssmpar41,smp_dfpd_oa_int_events.smp_l2_latency_outstanding[8],out,VCCGT,gen12p93dl2/gtslice0/gtssm3/gtssmpar41,smp_dfpd_oa_int_events.smp_l2_latency_outstanding[8],out,VCCGT
1099852,gen12p93dl2/gtslice0/gtssm0/gtssmpar61,ft_bc_psi1_pss_bc_poly_inf_target_I_data_int.phase0.strt_y[10],out,VCCGT,gen12p93dl2/gtslice0/gtssm0/gtssmpar61,ft_bc_psi1_pss_bc_poly_inf_target_I_data_int.phase0.strt_y[10],out,VCCGT
1099863,gen12p93dl2/gtslice1/gtssm2/gtssmpar31,ft_pss_psd_ctrl_L_RL.hex0_sq_cnt[0],out,VCCGT,gen12p93dl2/gtslice1/gtssm2/gtssmpar31,ft_pss_psd_ctrl_L_RL.hex0_sq_cnt[0],out,VCCGT
1099899,gen12p93dl2/gtslice0/gtssm2/gtssmpar21,lscfe_lscnode_fence_pkt.global_fence,out,VCCGT,gen12p93dl2/gtslice0/gtssm2/gtssmpar21,lscfe_lscnode_fence_pkt.global_fence,out,VCCGT
1099900,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnepar11,mcrgtnode0lnepar1_1_o_payload[0],out,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnepar11,mcrgtnode0lnepar1_1_o_payload[0],out,VCCGT
1099957,gen12p93dl2/gtslice1/gtssm0/gtssmpar21,lscfe_lscnode_wdata_2.data[0],out,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar21,lscfe_lscnode_wdata_2.data[0],out,VCCGT
1100030,gen12p93dl2/gtsqmcxlinf1/gtgacspar31,gdt_scandfx_dftring.any_pkt.error,out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar31,gdt_scandfx_dftring.any_pkt.error,out,
1100049,gen12p93dl2/gtslice1/gtssm1/gtssmpar31,ft_sbe_ssbe_poly_put_L_RL,out,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar31,ft_sbe_ssbe_poly_put_L_RL,out,VCCGT
1100058,gen12p93dl2/gtslice1/gtssm1/gteutop0,eu_dfpd_oa_ext_events.eu_inst_executed_alu0_all,out,VCCGT,gen12p93dl2/gtslice1/gtssm1/gteutop0,eu_dfpd_oa_ext_events.eu_inst_executed_alu0_all,out,VCCGT
1100081,gen12p93dl2/gtslice1/gtssm0/gtlscpar11,lsc_dfpd_oa_int_events.lsc_wr[0],out,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtlscpar11,lsc_dfpd_oa_int_events.lsc_wr[0],out,VCCGT
1100101,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,ft_cpss_ss1_cpss_frag1_pss_cpss_ss_inf_target_I_data_int.crast_mask[14][0],out,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,ft_cpss_ss1_cpss_frag1_pss_cpss_ss_inf_target_I_data_int.crast_mask[14][0],out,VCCGT
1100106,gen12p93dl2/gtslice1/gtsc1/gtzpipepar11,hiz_wmbe_16x16_stat_enc[0],out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtzpipepar11,hiz_wmbe_16x16_stat_enc[0],out,VCCGT
1100107,gen12p93dl2/gtslice1/gtssm1/gtssmpar51,rt_lsc_cmd_0.rd_inval,out,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar51,rt_lsc_cmd_0.rd_inval,out,VCCGT
1100115,gen12p93dl2/gtslice0/gtssm0/gteutop7,eu_dfpd_oa_ext_events.eu_stall_sbid_cycles,out,VCCGT,gen12p93dl2/gtslice0/gtssm0/gteutop7,eu_dfpd_oa_ext_events.eu_stall_sbid_cycles,out,VCCGT
1100145,gen12p93dl2/gtslice1/gtssm3/gtssmpar31,ft_cru_gass_cmp_pkt_0_L_RL.tag[0],out,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtssmpar31,ft_cru_gass_cmp_pkt_0_L_RL.tag[0],out,VCCGT
1100191,gen12p93dl2/gtslice1/gtssm1/gteutop1,eu_dfpd_oa_int_events.eu_accumulator_wr[0],out,VCCGT,gen12p93dl2/gtslice1/gtssm1/gteutop1,eu_dfpd_oa_int_events.eu_accumulator_wr[0],out,VCCGT
1100220,gen12p93dl2/gtsqmcxlinf1/gtmcxlpar1,mcxl_sqidi_u2crsp_0__1.pre[0],out,VCCCFC,gen12p93dl2/gtsqmcxlinf1/gtmcxlpar1,mcxl_sqidi_u2crsp_0__1.pre[0],out,VCCCFC
1100239,gen12p93dl2/gtslice0/gtssm1/gtssmpar31,ft_hiz_tdl_state_L_RL.zpass_begin,out,VCCGT,gen12p93dl2/gtslice0/gtssm1/gtssmpar31,ft_hiz_tdl_state_L_RL.zpass_begin,out,VCCGT
1100275,gen12p93dl2/gtslice1/gtsc1/gtfixpar41,vf_gafs_cmdpkt_1.clientid.locid[0],out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtfixpar41,vf_gafs_cmdpkt_1.clientid.locid[0],out,VCCGT
1100278,gen12p93dl2/gtmempipe0/gtl3bankm5,ft_l3bank_dfpd_oa_int_events_0_D_UD.l3_bank_node_data_evict_starve_cycles,out,VCCGT,gen12p93dl2/gtmempipe0/gtl3bankm5,ft_l3bank_dfpd_oa_int_events_0_D_UD.l3_bank_node_data_evict_starve_cycles,out,VCCGT
1100339,gen12p93dl2/gtslice0/gtssm3/gteutop7,eu_dfpd_oa_int_events.eu_thrd_active_gpgpu[0],out,VCCGT,gen12p93dl2/gtslice0/gtssm3/gteutop7,eu_dfpd_oa_int_events.eu_thrd_active_gpgpu[0],out,VCCGT
1100341,gen12p93dl2/gtslice0/gtssm1/gtlscpar11,lscnode_lscfe_swsb_ret_data_1.status[4].commit_type[0],out,VCCGT,gen12p93dl2/gtslice0/gtssm1/gtlscpar11,lscnode_lscfe_swsb_ret_data_1.status[4].commit_type[0],out,VCCGT
1100385,gen12p93dl2/gtslice1/gtssm0/gtssmpar11,lscfe_lscnode_fence_pkt.sb.flush_sb.flush_type[0],out,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar11,lscfe_lscnode_fence_pkt.sb.flush_sb.flush_type[0],out,VCCGT
1100396,gen12p93dl2/gtslice1/gtssm2/gtssmpar21,starb_st_interface.arr_pix_cl_pcl_need[0][2][0][0],out,VCCGT,gen12p93dl2/gtslice1/gtssm2/gtssmpar21,starb_st_interface.arr_pix_cl_pcl_need[0][2][0][0],out,VCCGT
1100415,gen12p93dl2/gtslice0/gtsc1/gtfixpar51,visagtfixpar5_visa_data_bypass_cr_out.visa_bypass_cr[0],out,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtfixpar51,visagtfixpar5_visa_data_bypass_cr_out.visa_bypass_cr[0],out,VCCGT
1100416,gen12p93dl2/gtslice1/gtsc1/gtrasterpar21,sbe_tslssbe_data_3[0],out,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtrasterpar21,sbe_tslssbe_data_3[0],out,VCCGT
1100450,gen12p93dl2/gtslice1/gtssm1/gtssmpar41,sc_fl_interface.arr_strm_sc_data[1].arr_subpix_quad_texel[2][0][0],out,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar41,sc_fl_interface.arr_strm_sc_data[1].arr_subpix_quad_texel[2][0][0],out,VCCGT
1100458,gen12p93dl2/gtslice0/gtssm3/gtlscpar11,lscnode_lscfe_rddata_pkt_7.data[10],out,VCCGT,gen12p93dl2/gtslice0/gtssm3/gtlscpar11,lscnode_lscfe_rddata_pkt_7.data[10],out,VCCGT
1100459,gen12p93dl2/gtsqmcxlinf1/gtsqbgfpar1/gtsqbgf_vccgt_wrap11,midi_psmi_cxl_c2ureq_pkt_1.sqidi_tag.tag[0],out,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtsqbgfpar1/gtsqbgf_vccgt_wrap11,midi_psmi_cxl_c2ureq_pkt_1.sqidi_tag.tag[0],out,VCCGT
1100471,gen12p93dl2/gtslice0/gtssm1/gteutop1,eu_dfpd_oa_ext_events.eu_inst_executed_bitconv,out,VCCGT,gen12p93dl2/gtslice0/gtssm1/gteutop1,eu_dfpd_oa_ext_events.eu_inst_executed_bitconv,out,VCCGT
1100488,gen12p93dl2/gtslice0/gtssm0/gtssmpar21,svsm_sta_interface.rtag.lbdm.set[0],out,VCCGT,gen12p93dl2/gtslice0/gtssm0/gtssmpar21,svsm_sta_interface.rtag.lbdm.set[0],out,VCCGT
